_id,ID,Binomal_Jetz,English,Museum_collection,Museum_accession,Sex,Museum_genus,Museum_species,Museum_subspecies,Specimen_label_photos,MMB_scan_url,MMB_scan_download,Markup_1,Markup_2,Markup_3,Markup_4
1839,Pezopetes_capitalis_1,Pezopetes_capitalis,Large-footed Finch,Tring,98.12.14.604,M,Pezopetes,capitalis,,Y,https://www.markmybird.org/gallery/pezopetes_capitalis/1253,http://lfs.nhm.ac.uk/mark-my-bird/Pezopetes_capitalis/Pezopetes_capitalis_1.obj,44_Chris,453_hannahbanana,52_grrlscientist,36_zoe
1840,Pselliophorus_tibialis_1,Pselliophorus_tibialis,Yellow-thighed Finch,Tring,1949.58.908,M,Pselliophorus,tibialis,,Y,https://www.markmybird.org/gallery/pselliophorus_tibialis/1317,http://lfs.nhm.ac.uk/mark-my-bird/Pselliophorus_tibialis/Pselliophorus_tibialis_1.obj,44_Chris,36_zoe,52_grrlscientist,35_Lara
1841,Gubernatrix_cristata_1,Gubernatrix_cristata,Yellow Cardinal,Tring,85.12.14.809,M,Gubernatrix,cristata,,Y,https://www.markmybird.org/gallery/gubernatrix_cristata/851,http://lfs.nhm.ac.uk/mark-my-bird/Gubernatrix_cristata/Gubernatrix_cristata_1.obj,44_Chris,372_Bullfinch,183_ThomasG,43_elliot
1842,Paroaria_coronata_1,Paroaria_coronata,Red-crested Cardinal,Tring,1910.12.22.1155,M,Paroaria,coronata,,Y,https://www.markmybird.org/gallery/paroaria_coronata/1133,http://lfs.nhm.ac.uk/mark-my-bird/Paroaria_coronata/Paroaria_coronata_1.obj,147_EllenB75,485_oharar,44_Chris,41_Emma
1843,Vermivora_chrysoptera_1,Vermivora_chrysoptera,Golden-winged Warbler,Tring,84.11.25.2,M,Vermivora,chrysoptera,,Y,https://www.markmybird.org/gallery/vermivora_chrysoptera/1546,http://lfs.nhm.ac.uk/mark-my-bird/Vermivora_chrysoptera/Vermivora_chrysoptera_1.obj,36_zoe,52_grrlscientist,485_oharar,43_elliot
1844,Parula_americana_1,Parula_americana,Northern Parula,Tring,88.10.10.4968,M,Parula,americana,,Y,https://www.markmybird.org/gallery/parula_americana/1692,http://lfs.nhm.ac.uk/mark-my-bird/Parula_americana/Parula_americana_1.obj,35_Lara,36_zoe,52_grrlscientist,44_Chris
1845,Dendroica_petechia_1,Dendroica_petechia,Yellow Warbler,Tring,1914.12.1.712,M,Dendroica,petechia,melanoptera,Y,https://www.markmybird.org/gallery/dendroica_petechia/1904,http://lfs.nhm.ac.uk/mark-my-bird/Dendroica_petechia/Dendroica_petechia_1.obj,485_oharar,52_grrlscientist,44_Chris,36_zoe
1846,Catharopeza_bishopi_1,Catharopeza_bishopi,Whistling Warbler,Tring,98.2.8.49,M,Catharopeza,bishopi,,Y,https://www.markmybird.org/gallery/catharopeza_bishopi/1246,http://lfs.nhm.ac.uk/mark-my-bird/Catharopeza_bishopi/Catharopeza_bishopi_1.obj,44_Chris,43_elliot,36_zoe,35_Lara
1847,Mniotilta_varia_1,Mniotilta_varia,Black-and-white Warbler,Tring,1912.12.27.106,M,Mniotilta,varia,,Y,https://www.markmybird.org/gallery/mniotilta_varia/1029,http://lfs.nhm.ac.uk/mark-my-bird/Mniotilta_varia/Mniotilta_varia_1.obj,4_gavin,369_Gepwin,44_Chris,150_Jlynntran
1848,Setophaga_ruticilla_1,Setophaga_ruticilla,American Redstart,Tring,88.10.10.6009,M,Setophaga,rutacilla,,Y,https://www.markmybird.org/gallery/setophaga_ruticilla/1598,http://lfs.nhm.ac.uk/mark-my-bird/Setophaga_rutacilla/Setophaga_rutacilla_1.obj,396_Arasevera,485_oharar,36_zoe,44_Chris
1849,Protonotaria_citrea_1,Protonotaria_citrea,Prothonotary Warbler,Tring,84.11.25.11,M,Protonotaria,citrea,,Y,https://www.markmybird.org/gallery/protonotaria_citrea/1646,http://lfs.nhm.ac.uk/mark-my-bird/Protonotaria_citrea/Protonotaria_citrea_1.obj,35_Lara,396_Arasevera,52_grrlscientist,36_zoe
1850,Helmitheros_vermivorum_1,Helmitheros_vermivorum,Worm-eating Warbler,Tring,92.4.1.7,M,Helmitheros,vermivorum,,Y,https://www.markmybird.org/gallery/helmitheros_vermivorum/1831,http://lfs.nhm.ac.uk/mark-my-bird/Helmitheros_vermivorum/Helmitheros_vermivorum_1.obj,465_JSquirrell,52_grrlscientist,40_chris13,44_Chris
1851,Limnothlypis_swainsonii_1,Limnothlypis_swainsonii,Swainson's Warbler,Tring,1906.12.7.3001,M,Limnothlypis,swainsonii,,Y,https://www.markmybird.org/gallery/limnothlypis_swainsonii/1775,http://lfs.nhm.ac.uk/mark-my-bird/Limnothlypis_swainsonii/Limnothlypis_swainsonii_1.obj,465_JSquirrell,36_zoe,44_Chris,41_Emma
1852,Seiurus_aurocapilla_1,Seiurus_aurocapilla,Ovenbird,Tring,99.1.30.131,M,Seiurus,aurocapilla,aurocapilla,Y,https://www.markmybird.org/gallery/seiurus_aurocapilla/1604,http://lfs.nhm.ac.uk/mark-my-bird/Seiurus_aurocapilla/Seiurus_aurocapilla_1.obj,44_Chris,241_DavidPCraig,36_zoe,35_Lara
1853,Oporornis_formosus_1,Oporornis_formosus,Kentucky Warbler,Tring,1906.1.20.101,M,Oporornis,formosa,,Y,https://www.markmybird.org/gallery/oporornis_formosus/1705,http://lfs.nhm.ac.uk/mark-my-bird/Oporornis_formosa/Oporornis_formosa_1.obj,465_JSquirrell,36_zoe,485_oharar,44_Chris
1854,Geothlypis_trichas_2,Geothlypis_trichas,Common Yellowthroat,Tring,92.4.20.1512,M,Geothylpis,trichas,trichas,Y,https://www.markmybird.org/gallery/geothlypis_trichas/3490,http://lfs.nhm.ac.uk/mark-my-bird/Geothylpis_trichas/Geothylpis_trichas_1.obj,670_cerren,665_Chris W,36_zoe,44_Chris
1855,Microligea_palustris_1,Microligea_palustris,Green-tailed Warbler,Tring,1935.5.27.7,M,Microligea,palustris,palustris,Y,https://www.markmybird.org/gallery/microligea_palustris/1737,http://lfs.nhm.ac.uk/mark-my-bird/Microligea_palustris/Microligea_palustris_1.obj,44_Chris,52_grrlscientist,485_oharar,43_elliot
1856,Teretistris_fernandinae_1,Teretistris_fernandinae,Yellow-headed Warbler,Tring,85.3.8.840,M,Teretistris,fernandinae,,Y,https://www.markmybird.org/gallery/teretistris_fernandinae/482,http://lfs.nhm.ac.uk/mark-my-bird/Teretistris_fernandinae/Teretistris_fernandinae_1.obj,190_Pardalotus,278_I,44_Chris,43_elliot
1857,Leucopeza_semperi_1,Leucopeza_semperi,Semper's Warbler,Tring,89.8.5.15,F,Leucopeza,semperi,,Y,https://www.markmybird.org/gallery/leucopeza_semperi/1779,http://lfs.nhm.ac.uk/mark-my-bird/Leucopeza_semperi/Leucopeza_semperi_1.obj,465_JSquirrell,36_zoe,50_kathrynross27,44_Chris
1858,Wilsonia_citrina_1,Wilsonia_citrina,Hooded Warbler,Tring,84.9.28.3,M,Wilsonia,citrina,,Y,https://www.markmybird.org/gallery/wilsonia_citrina/1542,http://lfs.nhm.ac.uk/mark-my-bird/Wilsonia_citrina/Wilsonia_citrina_1.obj,36_zoe,52_grrlscientist,485_oharar,44_Chris
1859,Cardellina_rubrifrons_1,Cardellina_rubrifrons,Red-faced Warbler,Tring,92.4.20.1950,M,Cardellina,rubifrons,,Y,https://www.markmybird.org/gallery/cardellina_rubrifrons/1243,http://lfs.nhm.ac.uk/mark-my-bird/Cardellina_rubifrons/Cardellina_rubifrons_1.obj,36_zoe,43_elliot,529_EmmaD,44_Chris
1860,Ergaticus_ruber_1,Ergaticus_ruber,Red Warbler,Tring,92.4.20.1926,M,Eragticus,ruber,ruber,Y,https://www.markmybird.org/gallery/ergaticus_ruber/1880,http://lfs.nhm.ac.uk/mark-my-bird/Eragticus_ruber/Eragticus_ruber_1.obj,480_KateB,52_grrlscientist,44_Chris,36_zoe
1861,Myioborus_pictus_1,Myioborus_pictus,Painted Redstart,Tring,1906.12.7.3438,M,Myioborus,pictus,pictus,Y,https://www.markmybird.org/gallery/myioborus_pictus/1727,http://lfs.nhm.ac.uk/mark-my-bird/Myioborus_pictus/Myioborus_pictus_1.obj,465_JSquirrell,52_grrlscientist,4_gavin,44_Chris
1862,Euthlypis_lachrymosa_2,Euthlypis_lachrymosa,Fan-tailed Warbler,Tring,98.12.1.768,M,Euthlypis,lachrymosa,,,https://www.markmybird.org/gallery/euthlypis_lachrymosa/186,http://lfs.nhm.ac.uk/mark-my-bird/Euthlypis_lachrymosa/Euthlypis_lachrymosa_1.obj,40_chris13,5_Jen,44_Chris,36_zoe
1863,Basileuterus_flaveolus_1,Basileuterus_flaveolus,Flavescent Warbler,Tring,1905.1.30.67,M,Basileuterus,flaveolus,flaveolus,Y,https://www.markmybird.org/gallery/basileuterus_flaveolus/1216,http://lfs.nhm.ac.uk/mark-my-bird/Basileuterus_flaveolus/Basileuterus_flaveolus_1.obj,44_Chris,36_zoe,529_EmmaD,43_elliot
1864,Phaeothlypis_rivularis_1,Phaeothlypis_rivularis,Neotropical River Warbler,Tring,1902.313.158,M,Phaeothlypis,fulvicauda,boliviana,Y,https://www.markmybird.org/gallery/phaeothlypis_rivularis/1256,http://lfs.nhm.ac.uk/mark-my-bird/Phaeothlypis_fulvicauda/Phaeothlypis_fulvicauda_1.obj,40_chris13,5_Jen,36_zoe,44_Chris
1865,Zeledonia_coronata_1,Zeledonia_coronata,Wrenthrush,Tring,99.6.10.454,F,Zeledonia,coronata,,Y,https://www.markmybird.org/gallery/zeledonia_coronata/1532,http://lfs.nhm.ac.uk/mark-my-bird/Zeledonia_coronata/Zeledonia_coronata_1.obj,40_chris13,5_Jen,44_Chris,43_elliot
1866,Icteria_virens_1,Icteria_virens,Yellow-breasted Chat,Tring,88.10.10.6311,M,Icteria,virens,virens,Y,https://www.markmybird.org/gallery/icteria_virens/1809,http://lfs.nhm.ac.uk/mark-my-bird/Icteria_virens/Icteria_virens_1.obj,4_gavin,52_grrlscientist,50_kathrynross27,44_Chris
1867,Granatellus_pelzelni_1,Granatellus_pelzelni,Rose-breasted Chat,Tring,85.3.8.841,M,Granatellus,pelzelni,pelzelni,Y,https://www.markmybird.org/gallery/granatellus_pelzelni/2487,http://lfs.nhm.ac.uk/mark-my-bird/Granatellus_pelzelni/Granatellus_pelzelni_1.obj,36_zoe,485_oharar,44_Chris,35_Lara
1868,Xenoligea_montana_1,Xenoligea_montana,White-winged Warbler,Tring,1921.7.3.80,M,Xenoligea,montana,,Y,https://www.markmybird.org/gallery/xenoligea_montana/506,http://lfs.nhm.ac.uk/mark-my-bird/Xenoligea_montana/Xenoligea_montana_1.obj,485_oharar,43_elliot,40_chris13,35_Lara
1869,Conirostrum_albifrons_1,Conirostrum_albifrons,Capped Conebill,Tring,98.12.14.912,M,Conirostrum,albifrons,albifrons,Y,https://www.markmybird.org/gallery/conirostrum_albifrons/2298,http://lfs.nhm.ac.uk/mark-my-bird/Conirostrum_albifrons/Conirostrum_albifrons_1.obj,485_oharar,44_Chris,43_elliot,36_zoe
1870,Oreomanes_fraseri_1,Oreomanes_fraseri,Giant Conebill,Tring,1946.49.759,M,Oreomanes,fraseri,binghami,Y,https://www.markmybird.org/gallery/oreomanes_fraseri/1108,http://lfs.nhm.ac.uk/mark-my-bird/Oreomanes_fraseri/Oreomanes_fraseri_1.obj,147_EllenB75,44_Chris,396_Arasevera,4_gavin
1871,Orchesticus_abeillei_1,Orchesticus_abeillei,Brown Tanager,Tring,85.6.8.366,M,Orchesticus,abeillei,,Y,https://www.markmybird.org/gallery/orchesticus_abeillei/1106,http://lfs.nhm.ac.uk/mark-my-bird/Orchesticus_abeillei/Orchesticus_abeillei_1.obj,147_EllenB75,44_Chris,396_Arasevera,43_elliot
1872,Schistochlamys_ruficapillus_1,Schistochlamys_ruficapillus,Cinnamon Tanager,Tring,85.6.12.1082,M,Schistochlamys,ruficapillus,capistrata,Y,https://www.markmybird.org/gallery/schistochlamys_ruficapillus/1397,http://lfs.nhm.ac.uk/mark-my-bird/Schistochlamys_ruficapillus/Schistochlamys_ruficapillus_1.obj,36_zoe,485_oharar,52_grrlscientist,44_Chris
1873,Neothraupis_fasciata_1,Neothraupis_fasciata,White-banded Tanager,Tring,85.6.8.361,M,Neothraupis,fasciata,,Y,https://www.markmybird.org/gallery/neothraupis_fasciata/1072,http://lfs.nhm.ac.uk/mark-my-bird/Neothraupis_fasciata/Neothraupis_fasciata_1.obj,147_EllenB75,369_Gepwin,44_Chris,635_MNeateClegg
1874,Cypsnagra_hirundinacea_1,Cypsnagra_hirundinacea,White-rumped Tanager,Tring,1905.1.30.172,M,Cypsnagra,hirundinacea,hirundinacea,Y,https://www.markmybird.org/gallery/cypsnagra_hirundinacea/751,http://lfs.nhm.ac.uk/mark-my-bird/Cypsnagra_hirundinacea/Cypsnagra_hirundinacea_1.obj,485_oharar,363_Peregrin3,40_chris13,44_Chris
1875,Conothraupis_speculigera_1,Conothraupis_speculigera,Black-and-white Tanager,Tring,1953.68.434,M,Conothraupis,speculigera,,Y,https://www.markmybird.org/gallery/conothraupis_speculigera/718,http://lfs.nhm.ac.uk/mark-my-bird/Conothraupis_speculigera/Conothraupis_speculigera_1.obj,303_evwudeck,43_elliot,363_Peregrin3,36_zoe
1876,Lamprospiza_melanoleuca_1,Lamprospiza_melanoleuca,Red-billed Pied Tanager,Tring,57.11.28.44,M,Lamprospiza,melanoleuca,,Y,https://www.markmybird.org/gallery/lamprospiza_melanoleuca/931,http://lfs.nhm.ac.uk/mark-my-bird/Lamprospiza_melanoleuca/Lamprospiza_melanoleuca_1.obj,183_ThomasG,363_Peregrin3,364_cjam,290_jmowbray
1877,Cissopis_leverianus_1,Cissopis_leverianus,Magpie Tanager,Tring,85.6.12.991,M,Cissopis,leveriana,,Y,https://www.markmybird.org/gallery/cissopis_leverianus/695,http://lfs.nhm.ac.uk/mark-my-bird/Cissopis_leveriana/Cissopis_leveriana_1.obj,4_gavin,43_elliot,56_hughbrazier,36_zoe
1878,Chlorornis_riefferii_1,Chlorornis_riefferii,Grass-green Tanager,Tring,1938.12.20.124,M,Chlorornis,riefferii,riefferii,Y,https://www.markmybird.org/gallery/chlorornis_riefferii/115,http://lfs.nhm.ac.uk/mark-my-bird/Chlorornis_riefferii/Chlorornis_riefferii_1.obj,86_sueg,183_ThomasG,43_elliot,44_Chris
1879,Compsothraupis_loricata_1,Compsothraupis_loricata,Scarlet-throated Tanager,Tring,85.6.12.663,M,Compsothraupis,loricata,,Y,https://www.markmybird.org/gallery/compsothraupis_loricata/716,http://lfs.nhm.ac.uk/mark-my-bird/Compsothraupis_loricata/Compsothraupis_loricata_1.obj,220_birdloverus,54_rphickcox,363_Peregrin3,36_zoe
1880,Sericossypha_albocristata_1,Sericossypha_albocristata,White-capped Tanager,Tring,85.6.12.666,M,Sericossypha,albocristata,,Y,https://www.markmybird.org/gallery/sericossypha_albocristata/1600,http://lfs.nhm.ac.uk/mark-my-bird/Sericossypha_albocristata/Sericossypha_albocristata_1.obj,44_Chris,52_grrlscientist,36_zoe,43_elliot
1881,Nesospingus_speculiferus_1,Nesospingus_speculiferus,Puerto Rican Tanager,Tring,1354,M,Nesospingus,speculiferus,,Y,https://www.markmybird.org/gallery/nesospingus_speculiferus/1078,http://lfs.nhm.ac.uk/mark-my-bird/Nesospingus_speculiferus/Nesospingus_speculiferus_1.obj,147_EllenB75,369_Gepwin,44_Chris,43_elliot
1882,Chlorospingus_canigularis_1,Chlorospingus_canigularis,Ashy-throated Bush-tanager,Tring,1916.9.21.145,M,Chlorospingus,canigularis,canigularis,Y,https://www.markmybird.org/gallery/chlorospingus_canigularis/2273,http://lfs.nhm.ac.uk/mark-my-bird/Chlorospingus_canigularis/Chlorospingus_canigularis_1.obj,36_zoe,43_elliot,485_oharar,44_Chris
1883,Cnemoscopus_rubrirostris_1,Cnemoscopus_rubrirostris,Grey-hooded Bush Tanager,Tring,1921.12.29.154,M,Cnemoscopus,rubrirostris,rubrirostris,Y,https://www.markmybird.org/gallery/cnemoscopus_rubrirostris/704,http://lfs.nhm.ac.uk/mark-my-bird/Cnemoscopus_rubrirostris/Cnemoscopus_rubrirostris_1.obj,43_elliot,44_Chris,56_hughbrazier,36_zoe
1884,Hemispingus_goeringi_1,Hemispingus_goeringi,Slaty-backed Hemispingus,Tring,1914.11.26.717,M,Hemispingus,goeringi,,Y,https://www.markmybird.org/gallery/hemispingus_goeringi/2510,http://lfs.nhm.ac.uk/mark-my-bird/Hemispingus_goeringi/Hemispingus_goeringi_1.obj,36_zoe,44_Chris,485_oharar,43_elliot
1885,Pyrrhocoma_ruficeps_1,Pyrrhocoma_ruficeps,Chestnut-headed Tanager,Tring,1905.10.12.769,M,Pyrrhocoma,ruficeps,,Y,https://www.markmybird.org/gallery/pyrrhocoma_ruficeps/1351,http://lfs.nhm.ac.uk/mark-my-bird/Pyrrhocoma_ruficeps/Pyrrhocoma_ruficeps_1.obj,44_Chris,485_oharar,52_grrlscientist,36_zoe
1886,Thlypopsis_ruficeps_1,Thlypopsis_ruficeps,Rust-and-yellow Tanager,Tring,1946.49.761,M,Thlypopsis,ruficeps,,Y,https://www.markmybird.org/gallery/thlypopsis_ruficeps/3111,http://lfs.nhm.ac.uk/mark-my-bird/Thlypopsis_ruficeps/Thlypopsis_ruficeps_1.obj,44_Chris,485_oharar,35_Lara,
1887,Hemithraupis_ruficapilla_1,Hemithraupis_ruficapilla,Rufous-headed Tanager,Tring,95.4.1.150,M,Hemipthraupis,ruficapilla,ruficapilla,Y,https://www.markmybird.org/gallery/hemithraupis_ruficapilla/2518,http://lfs.nhm.ac.uk/mark-my-bird/Hemipthraupis_ruficapilla/Hemipthraupis_ruficapilla_1.obj,43_elliot,44_Chris,36_zoe,35_Lara
1888,Chrysothlypis_salmoni_1,Chrysothlypis_salmoni,Scarlet-and-white Tanager,Tring,1912.6.20.3,M,Chrysothlypis,salmoni,,Y,https://www.markmybird.org/gallery/chrysothlypis_salmoni/2281,http://lfs.nhm.ac.uk/mark-my-bird/Chrysothlypis_salmoni/Chrysothlypis_salmoni_1.obj,485_oharar,43_elliot,35_Lara,44_Chris
1889,Nemosia_pileata_1,Nemosia_pileata,Hooded Tanager,Tring,85.6.7.660,M,Nemosia,pileata,hypoleuca,Y,https://www.markmybird.org/gallery/nemosia_pileata/1059,http://lfs.nhm.ac.uk/mark-my-bird/Nemosia_pileata/Nemosia_pileata_1.obj,356_Gecko097,369_Gepwin,44_Chris,284_treecreeper
1890,Phaenicophilus_poliocephalus_1,Phaenicophilus_poliocephalus,Grey-crowned Palm-tanager,Tring,1939.12.9.88,M,Phaenicophilus,poliocephalus,poliocephalus,Y,https://www.markmybird.org/gallery/phaenicophilus_poliocephalus/2759,http://lfs.nhm.ac.uk/mark-my-bird/Phaenicophilus_poliocephalus/Phaenicophilus_poliocephalus_1.obj,480_KateB,645_justinwalker,485_oharar,44_Chris
1891,Calyptophilus_frugivorus_1,Calyptophilus_frugivorus,Chat Tanager,Tring,1923.10.24.5,M,Calyptophilus,frugivorous,,Y,https://www.markmybird.org/gallery/calyptophilus_frugivorus/624,http://lfs.nhm.ac.uk/mark-my-bird/Calyptophilus_frugivorous/Calyptophilus_frugivorous_1.obj,56_hughbrazier,43_elliot,363_Peregrin3,36_zoe
1892,Rhodinocichla_rosea_1,Rhodinocichla_rosea,Rosy Thrush-tanager,Tring,85.3.2.479,M,Rhodinocichla,rosea,eximia,Y,https://www.markmybird.org/gallery/rhodinocichla_rosea/1370,http://lfs.nhm.ac.uk/mark-my-bird/Rhodinocichla_rosea/Rhodinocichla_rosea_1.obj,36_zoe,485_oharar,396_Arasevera,44_Chris
1893,Mitrospingus_oleagineus_1,Mitrospingus_oleagineus,Olive-backed Tanager,Tring,1957.1.5,M,Mitrospingus,oleagineus,obscuripectus,Y,https://www.markmybird.org/gallery/mitrospingus_oleagineus/2646,http://lfs.nhm.ac.uk/mark-my-bird/Mitrospingus_oleagineus/Mitrospingus_oleagineus_1.obj,36_zoe,485_oharar,44_Chris,43_elliot
1894,Chlorothraupis_olivacea_1,Chlorothraupis_olivacea,Lemon-spectacled Tanager,Tring,85.6.7.440,M,Chlorothraupis,olivacea,,Y,https://www.markmybird.org/gallery/chlorothraupis_olivacea/2279,http://lfs.nhm.ac.uk/mark-my-bird/Chlorothraupis_olivacea/Chlorothraupis_olivacea_1.obj,563_Mirella Skiba,43_elliot,44_Chris,36_zoe
1895,Orthogonys_chloricterus_1,Orthogonys_chloricterus,Olive-green Tanager,Tring,85.6.7.434,M,Orthogonys,chloricterus,,Y,https://www.markmybird.org/gallery/orthogonys_chloricterus/1114,http://lfs.nhm.ac.uk/mark-my-bird/Orthogonys_chloricterus/Orthogonys_chloricterus_1.obj,147_EllenB75,44_Chris,4_gavin,
1896,Eucometis_penicillata_1,Eucometis_penicillata,Grey-headed Tanager,Tring,85.6.7.524,M,Eucometis,penicillata,penicillata,Y,https://www.markmybird.org/gallery/eucometis_penicillata/800,http://lfs.nhm.ac.uk/mark-my-bird/Eucometis_penicillata/Eucometis_penicillata_1.obj,485_oharar,363_Peregrin3,44_Chris,
1897,Lanio_fulvus_1,Lanio_fulvus,Fulvous Shrike-tanager,Tring,85.6.7.495,M,Lanio,fulvus,fulvus,Y,https://www.markmybird.org/gallery/lanio_fulvus/934,http://lfs.nhm.ac.uk/mark-my-bird/Lanio_fulvus/Lanio_fulvus_1.obj,317_sumdumfu,44_Chris,364_cjam,655_Jimmycaesar
1898,Creurgops_verticalis_1,Creurgops_verticalis,Rufous-crested Tanager,Tring,85.6.12.722,M,Creurgops,verticalis,,Y,https://www.markmybird.org/gallery/creurgops_verticalis/728,http://lfs.nhm.ac.uk/mark-my-bird/Creurgops_verticalis/Creurgops_verticalis_1.obj,303_evwudeck,43_elliot,363_Peregrin3,36_zoe
1899,Heterospingus_xanthopygius_1,Heterospingus_xanthopygius,Scarlet-browed Tanager,Tring,85.6.7.602,M,Heterospingus,xanthopygius,xanthopygius,Y,https://www.markmybird.org/gallery/heterospingus_xanthopygius/229,http://lfs.nhm.ac.uk/mark-my-bird/Heterospingus_xanthopygius/Heterospingus_xanthopygius_1.obj,44_Chris,48_okeeffeml,363_Peregrin3,43_elliot
1900,Tachyphonus_surinamus_1,Tachyphonus_surinamus,Fulvous-crested Tanager,Tring,1922.3.5.4395,M,Tachyphonus,surinamus,,Y,https://www.markmybird.org/gallery/tachyphonus_surinamus/3050,http://lfs.nhm.ac.uk/mark-my-bird/Tachyphonus_surinamus/Tachyphonus_surinamus_1.obj,43_elliot,44_Chris,485_oharar,36_zoe
1901,Trichothraupis_melanops_1,Trichothraupis_melanops,Black-goggled Tanager,Tring,85.6.7.553,M,Trichothraupis,melanops,,Y,https://www.markmybird.org/gallery/trichothraupis_melanops/494,http://lfs.nhm.ac.uk/mark-my-bird/Trichothraupis_melanops/Trichothraupis_melanops_1.obj,635_MNeateClegg,43_elliot,363_Peregrin3,44_Chris
1902,Habia_cristata_1,Habia_cristata,Crested Ant-tanager,Tring,1911.5.29.186,M,Habia,cristata,,Y,https://www.markmybird.org/gallery/habia_cristata/3835,http://lfs.nhm.ac.uk/mark-my-bird/Habia_cristata/Habia_cristata_1.obj,36_zoe,44_Chris,35_Lara,
1903,Piranga_rubra_1,Piranga_rubra,Summer Tanager,Tring,NA,M,Piranga,rubra,rubra,Y,https://www.markmybird.org/gallery/piranga_rubra/4174,http://lfs.nhm.ac.uk/mark-my-bird/Piranga_rubra/Piranga_rubra_1.obj,35_Lara,36_zoe,44_Chris,
1904,Calochaetes_coccineus_1,Calochaetes_coccineus,Vermilion Tanager,Tring,1940.12.5.979,M,Calochaetes,coccineus,,Y,https://www.markmybird.org/gallery/calochaetes_coccineus/619,http://lfs.nhm.ac.uk/mark-my-bird/Calochaetes_coccineus/Calochaetes_coccineus_1.obj,56_hughbrazier,334_Will,372_Bullfinch,36_zoe
1905,Spindalis_zena_1,Spindalis_zena,Western Spindalis,Tring,85.6.12.545,M,Spindalis,zena,zena,Y,https://www.markmybird.org/gallery/spindalis_zena/1424,http://lfs.nhm.ac.uk/mark-my-bird/Spindalis_zena/Spindalis_zena_1.obj,443_hannastostad,20_angela,52_grrlscientist,44_Chris
1906,Thraupis_palmarum_1,Thraupis_palmarum,Palm Tanager,Tring,95.4.1.235,M,Thraupis,palmarum,palmarum,Y,https://www.markmybird.org/gallery/thraupis_palmarum/3119,http://lfs.nhm.ac.uk/mark-my-bird/Thraupis_palmarum/Thraupis_palmarum_1.obj,44_Chris,35_Lara,485_oharar,
1907,Cyanicterus_cyanicterus_1,Cyanicterus_cyanicterus,Blue-backed Tanager,Tring,98.11.21.17,M,Cyanicterus,cyanicterus,,Y,https://www.markmybird.org/gallery/cyanicterus_cyanicterus/150,http://lfs.nhm.ac.uk/mark-my-bird/Cyanicterus_cyanicterus/Cyanicterus_cyanicterus_1.obj,120_AgentPandy,4_gavin,44_Chris,36_zoe
1908,Bangsia_arcaei_1,Bangsia_arcaei,Blue-and-gold Tanager,Tring,99.12.1.167,M,Buthraupis,arcaei,caeruleigularis,Y,https://www.markmybird.org/gallery/bangsia_arcaei/30,http://lfs.nhm.ac.uk/mark-my-bird/Buthraupis_arcaei/Buthraupis_arcaei_1.obj,44_Chris,40_chris13,43_elliot,36_zoe
1909,Buthraupis_eximia_1,Buthraupis_eximia,Black-chested Mountain-tanager,Tring,98.12.14.405,U,Buthraupis,eximia,eximia,Y,https://www.markmybird.org/gallery/buthraupis_eximia/2169,http://lfs.nhm.ac.uk/mark-my-bird/Buthraupis_eximia/Buthraupis_eximia_1.obj,485_oharar,43_elliot,36_zoe,44_Chris
1910,Anisognathus_lacrymosus_1,Anisognathus_lacrymosus,Lacrimose Mountain-tanager,Tring,1969.52.89,M,Anisognathus,lacrymosus,palpebrosus,Y,https://www.markmybird.org/gallery/anisognathus_lacrymosus/1998,http://lfs.nhm.ac.uk/mark-my-bird/Anisognathus_lacrymosus/Anisognathus_lacrymosus_1.obj,485_oharar,35_Lara,44_Chris,41_Emma
1911,Stephanophorus_diadematus_1,Stephanophorus_diadematus,Diademed Tanager,Tring,85.6.12.423,M,Stephanophorus,diadematus,,Y,https://www.markmybird.org/gallery/stephanophorus_diadematus/1431,http://lfs.nhm.ac.uk/mark-my-bird/Stephanophorus_diadematus/Stephanophorus_diadematus_1.obj,43_elliot,485_oharar,52_grrlscientist,44_Chris
1912,Iridosornis_analis_1,Iridosornis_analis,Yellow-throated Tanager,Tring,1902.3.13.280,M,Iridosornis,analis,,Y,https://www.markmybird.org/gallery/iridosornis_analis/2529,http://lfs.nhm.ac.uk/mark-my-bird/Iridosornis_analis/Iridosornis_analis_1.obj,43_elliot,44_Chris,485_oharar,36_zoe
1913,Dubusia_taeniata_1,Dubusia_taeniata,Buff-breasted Mountain-tanager,Tring,85.6.7.78,M,Dubusia,taeniata,,Y,https://www.markmybird.org/gallery/dubusia_taeniata/774,http://lfs.nhm.ac.uk/mark-my-bird/Dubusia_taeniata/Dubusia_taeniata_1.obj,48_okeeffeml,363_Peregrin3,35_Lara,36_zoe
1914,Delothraupis_castaneoventris_1,Delothraupis_castaneoventris,Chestnut-bellied Mountain-tanager,Tring,1902.3.13.283,M,Dubusia,castaneoventris,castaneoventris,Y,https://www.markmybird.org/gallery/delothraupis_castaneoventris/754,http://lfs.nhm.ac.uk/mark-my-bird/Dubusia_castaneoventris/Dubusia_castaneoventris_1.obj,5_Jen,41_Emma,35_Lara,
